sample_id,modality,position_start,position_end_exclusive,observed_positions,class_confidence_drop,intensity_change_signed,text_excerpt,estimated_start_s,estimated_end_s,time_quality
19,vision,0,10,9,0.03390681743621826,0.0537971556186676,People are surprisingly forgiving brands when they own,0.0,3.36,asr_estimate
19,vision,10,20,10,0.03676420450210571,0.06232401728630066,"up to mistakes, and unfortunately some haters out",3.36,6.880000000000001,asr_estimate
19,vision,20,30,10,0.03596663475036621,0.0599919855594635,there love to point fingers and jump all over imperfections,6.880000000000001,10.4775,asr_estimate
19,vision,30,40,10,0.027205169200897217,0.0323968231678009,"imperfections, but for the most part, people understand",9.965,13.683,asr_estimate
19,vision,40,50,0,0.0,0.0,,,,no_text_position
20,text,0,10,9,0.029053032398223877,0.14311575889587402,"And of course, click in the link of",0.0,2.045,asr_estimate
20,text,10,20,10,0.02865886688232422,0.11898791790008545,"the description of this video for more, and we'll",2.045,4.83,asr_estimate
20,text,20,30,10,0.004259884357452393,-0.03678417205810547,we'll have more live updates and a stock market,4.555,7.58,asr_estimate
20,text,30,40,10,-0.001426100730895996,-0.042853355407714844,video (wrap-up) at the end of,7.58,9.174999999999999,asr_estimate
20,text,40,50,4,0.011668086051940918,0.0327301025390625,the day today.,9.174999999999999,10.952995,asr_estimate
20,audio,0,10,9,-0.007366597652435303,-0.030419349670410156,"And of course, click in the link of",0.0,2.045,asr_estimate
20,audio,10,20,10,-0.00564122200012207,-0.03629326820373535,"the description of this video for more, and we'll",2.045,4.83,asr_estimate
20,audio,20,30,10,-0.007461190223693848,-0.03322601318359375,we'll have more live updates and a stock market,4.555,7.58,asr_estimate
20,audio,30,40,10,-0.006726682186126709,-0.006845831871032715,video (wrap-up) at the end of,7.58,9.174999999999999,asr_estimate
20,audio,40,50,4,-0.005621612071990967,0.009514212608337402,the day today.,9.174999999999999,10.952995,asr_estimate
20,vision,0,10,9,0.0036156177520751953,0.01235055923461914,"And of course, click in the link of",0.0,2.045,asr_estimate
20,vision,10,20,10,0.017084836959838867,0.09398722648620605,"the description of this video for more, and we'll",2.045,4.83,asr_estimate
20,vision,20,30,10,0.004881858825683594,0.023460030555725098,we'll have more live updates and a stock market,4.555,7.58,asr_estimate
20,vision,30,40,10,0.0010862946510314941,-0.012135982513427734,video (wrap-up) at the end of,7.58,9.174999999999999,asr_estimate
20,vision,40,50,4,0.0011922121047973633,-0.011202335357666016,the day today.,9.174999999999999,10.952995,asr_estimate
